HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE,BestGridName_D,X_NAD,Y_NAD,Z_NAD
CIG____20___,WCI,36.8,155.8,-86.9,Unknown,NAD83_UTMZ13N,526200.9153,6436686.039,427.6257184
CIG____20___,WCI,45.3,156.9,-86.9,Unknown,NAD83_UTMZ13N,526201.1037,6436685.619,419.1381567
CIG____20___,WCI,53.3,152.5,-86.8,Unknown,NAD83_UTMZ13N,526201.2735,6436685.221,411.1498634
CIG____20___,WCI,61.3,152.2,-86.8,Unknown,NAD83_UTMZ13N,526201.4797,6436684.825,403.1623373
CIG____20___,WCI,69.3,150.4,-86.8,Unknown,NAD83_UTMZ13N,526201.6879,6436684.43,395.1748112
CIG____20___,WCI,77.8,152.8,-87.1,Unknown,NAD83_UTMZ13N,526201.9223,6436684.018,386.6880647
CIG____20___,WCI,86.3,151.1,-87.1,Unknown,NAD83_UTMZ13N,526202.1189,6436683.635,378.1989501
CIG____20___,WCI,94.8,152.9,-87,Unknown,NAD83_UTMZ13N,526202.3267,6436683.259,369.7098356
CIG____20___,WCI,102.8,152.7,-87,Unknown,NAD83_UTMZ13N,526202.5174,6436682.886,361.7207993
CIG____20___,WCI,111.8,152.3,-87,Unknown,NAD83_UTMZ13N,526202.7335,6436682.467,352.7331335
CIG____20___,WCI,119.3,153.4,-87,Unknown,NAD83_UTMZ13N,526202.9159,6436682.12,345.243412
CIG____20___,WCI,127.8,152.8,-87,Unknown,NAD83_UTMZ13N,526203.1151,6436681.722,336.7550609
CIG____20___,WCI,135.8,152.6,-87,Unknown,NAD83_UTMZ13N,526203.3065,6436681.35,328.7660247
CIG____20___,WCI,144.8,152.8,-87,Unknown,NAD83_UTMZ13N,526203.5233,6436680.931,319.7783589
CIG____20___,WCI,152.8,152.3,-87,Unknown,NAD83_UTMZ13N,526203.7147,6436680.559,311.7893226
CIG____20___,WCI,160.8,150.1,-87,Unknown,NAD83_UTMZ13N,526203.9093,6436680.188,303.8002863
CIG____20___,WCI,169.3,151.5,-86.8,Unknown,NAD83_UTMZ13N,526204.131,6436679.803,295.3119353
CIG____20___,WCI,177.8,151.8,-86.8,Unknown,NAD83_UTMZ13N,526204.3574,6436679.386,286.8251888
CIG____20___,WCI,185.8,153.5,-86.7,Unknown,NAD83_UTMZ13N,526204.5685,6436678.992,278.8376626
CIG____20___,WCI,194.3,153.4,-86.7,Unknown,NAD83_UTMZ13N,526204.7868,6436678.554,270.3517572
CIG____20___,WCI,202.3,152.7,-86.7,Unknown,NAD83_UTMZ13N,526204.993,6436678.143,262.3650227
CIG____20___,WCI,210.8,153.3,-86.9,Unknown,NAD83_UTMZ13N,526205.2174,6436677.708,253.8791172
CIG____20___,WCI,219.3,152.9,-86.9,Unknown,NAD83_UTMZ13N,526205.4239,6436677.297,245.3915555
CIG____20___,WCI,227.3,151.5,-86.9,Unknown,NAD83_UTMZ13N,526205.621,6436676.912,237.4032622
CIG____20___,WCI,235.8,149.5,-87.1,Unknown,NAD83_UTMZ13N,526205.8404,6436676.508,228.9157005
CIG____20___,WCI,244.8,149,-87.1,Unknown,NAD83_UTMZ13N,526206.0715,6436676.116,219.9272263
CIG____20___,WCI,252.3,148,-87,Unknown,NAD83_UTMZ13N,526206.2669,6436675.79,212.4368311
CIG____20___,WCI,260.8,150.3,-86.8,Unknown,NAD83_UTMZ13N,526206.5026,6436675.413,203.94848
CIG____20___,WCI,268.8,151.1,-86.9,Unknown,NAD83_UTMZ13N,526206.7239,6436675.025,195.9609539
CIG____20___,WCI,277.3,149.2,-87,Unknown,NAD83_UTMZ13N,526206.946,6436674.623,187.4733922
CIG____20___,WCI,285.8,148.4,-87.1,Unknown,NAD83_UTMZ13N,526207.1738,6436674.241,178.9850412
CIG____20___,WCI,293.8,147.9,-87.1,Unknown,NAD83_UTMZ13N,526207.3859,6436673.896,170.9952863
CIG____20___,WCI,302.3,147.2,-87,Unknown,NAD83_UTMZ13N,526207.6144,6436673.532,162.5061718
CIG____20___,WCI,310.3,144.9,-86.9,Unknown,NAD83_UTMZ13N,526207.8412,6436673.18,154.5171355
CIG____20___,WCI,319.3,147.9,-86.7,Unknown,NAD83_UTMZ13N,526208.1211,6436672.782,145.5303055
CIG____20___,WCI,327.3,148.7,-86.9,Unknown,NAD83_UTMZ13N,526208.3658,6436672.391,137.5435709
CIG____20___,WCI,335.3,148.2,-86.9,Unknown,NAD83_UTMZ13N,526208.5906,6436672.022,129.5552776
CIG____20___,WCI,344.3,148.8,-86.9,Unknown,NAD83_UTMZ13N,526208.847,6436671.608,120.5684475
CIG____20___,WCI,352.3,148.4,-87,Unknown,NAD83_UTMZ13N,526209.0712,6436671.238,112.5801542
CIG____20___,WCI,360.3,147.1,-86.9,Unknown,NAD83_UTMZ13N,526209.2905,6436670.881,104.5911179
CIG____20___,WCI,368.8,149.7,-86.7,Unknown,NAD83_UTMZ13N,526209.5402,6436670.495,96.1035562
CIG____20___,WCI,376.8,150.3,-86.8,Unknown,NAD83_UTMZ13N,526209.7726,6436670.098,88.11682167
CIG____20___,WCI,385.3,147.5,-86.9,Unknown,NAD83_UTMZ13N,526210.0076,6436669.686,79.63007517
CIG____20___,WCI,393.8,146.2,-87,Unknown,NAD83_UTMZ13N,526210.2546,6436669.298,71.14251348
CIG____20___,WCI,401.8,145.3,-87,Unknown,NAD83_UTMZ13N,526210.4875,6436668.95,63.1534772
CIG____20___,WCI,410.3,143.9,-87,Unknown,NAD83_UTMZ13N,526210.7408,6436668.584,54.66512615
CIG____20___,WCI,527,143.9,-87,Unknown,NAD83_UTMZ13N,526214.3394,6436663.65,-61.87494055
CIG____21___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526595,6436633,486.3
CIG____21___,WCI,295,119.5,-84.7,Unknown,NAD83_UTMZ13N,526595,6436633,191.3
CIG____21___,WCI,295.5,119.5,-84.8,Unknown,NAD83_UTMZ13N,526595.0402,6436632.977,190.8021377
CIG____21___,WCI,296,119.2,-84.7,Unknown,NAD83_UTMZ13N,526595.0796,6436632.955,190.3041955
CIG____21___,WCI,296.5,119.6,-84.8,Unknown,NAD83_UTMZ13N,526595.12,6436632.932,189.8063331
CIG____21___,WCI,297.5,119.5,-84.8,Unknown,NAD83_UTMZ13N,526595.1988,6436632.888,188.8104487
CIG____21___,WCI,298.5,119.6,-84.7,Unknown,NAD83_UTMZ13N,526595.2776,6436632.843,187.8145643
CIG____21___,WCI,299,118.9,-84.8,Unknown,NAD83_UTMZ13N,526595.3178,6436632.82,187.316702
CIG____21___,WCI,299.5,119.5,-84.7,Unknown,NAD83_UTMZ13N,526595.3575,6436632.798,186.8187598
CIG____21___,WCI,300,118.2,-84.7,Unknown,NAD83_UTMZ13N,526595.3977,6436632.776,186.3208974
CIG____21___,WCI,300.5,119.8,-84.7,Unknown,NAD83_UTMZ13N,526595.4384,6436632.754,185.8230351
CIG____21___,WCI,301,119.8,-84.7,Unknown,NAD83_UTMZ13N,526595.4785,6436632.731,185.3251727
CIG____21___,WCI,301.5,119.1,-84.7,Unknown,NAD83_UTMZ13N,526595.5185,6436632.708,184.8273104
CIG____21___,WCI,302,119,-84.8,Unknown,NAD83_UTMZ13N,526595.5589,6436632.685,184.329448
CIG____21___,WCI,302.5,119.3,-84.7,Unknown,NAD83_UTMZ13N,526595.5985,6436632.663,183.8315058
CIG____21___,WCI,303,119.4,-84.8,Unknown,NAD83_UTMZ13N,526595.6388,6436632.641,183.3336435
CIG____21___,WCI,303.5,119.8,-84.8,Unknown,NAD83_UTMZ13N,526595.6783,6436632.619,182.8357013
CIG____21___,WCI,304,119.5,-84.8,Unknown,NAD83_UTMZ13N,526595.7176,6436632.596,182.3377591
CIG____21___,WCI,304.5,119,-84.7,Unknown,NAD83_UTMZ13N,526595.757,6436632.574,181.8398169
CIG____21___,WCI,305,119.3,-84.8,Unknown,NAD83_UTMZ13N,526595.7974,6436632.551,181.3419545
CIG____21___,WCI,305.5,119.5,-84.8,Unknown,NAD83_UTMZ13N,526595.837,6436632.529,180.8440123
CIG____21___,WCI,306,119.3,-84.7,Unknown,NAD83_UTMZ13N,526595.8764,6436632.507,180.3460701
CIG____21___,WCI,306.5,119.3,-84.7,Unknown,NAD83_UTMZ13N,526595.9167,6436632.484,179.8482078
CIG____21___,WCI,307,119.1,-84.7,Unknown,NAD83_UTMZ13N,526595.957,6436632.462,179.3503454
CIG____21___,WCI,307.5,119,-84.8,Unknown,NAD83_UTMZ13N,526595.9973,6436632.439,178.8524831
CIG____21___,WCI,308,119.6,-84.8,Unknown,NAD83_UTMZ13N,526596.0369,6436632.417,178.3545409
CIG____21___,WCI,308.5,119.8,-84.8,Unknown,NAD83_UTMZ13N,526596.0763,6436632.395,177.8565987
CIG____21___,WCI,309,118.9,-84.7,Unknown,NAD83_UTMZ13N,526596.1157,6436632.372,177.3586565
CIG____21___,WCI,309.5,119.5,-84.8,Unknown,NAD83_UTMZ13N,526596.1561,6436632.35,176.8607941
CIG____21___,WCI,310,120,-84.8,Unknown,NAD83_UTMZ13N,526596.1955,6436632.328,176.3628519
CIG____21___,WCI,310.5,119.9,-84.8,Unknown,NAD83_UTMZ13N,526596.2348,6436632.305,175.8649097
CIG____21___,WCI,311,119.1,-84.8,Unknown,NAD83_UTMZ13N,526596.2741,6436632.282,175.3669675
CIG____21___,WCI,311.5,119.8,-84.8,Unknown,NAD83_UTMZ13N,526596.3137,6436632.26,174.8690253
CIG____21___,WCI,312,119.8,-84.8,Unknown,NAD83_UTMZ13N,526596.353,6436632.238,174.3710831
CIG____21___,WCI,312.5,119.8,-84.8,Unknown,NAD83_UTMZ13N,526596.3923,6436632.215,173.8731409
CIG____21___,WCI,313,120,-84.8,Unknown,NAD83_UTMZ13N,526596.4316,6436632.193,173.3751987
CIG____21___,WCI,313.5,119.8,-84.8,Unknown,NAD83_UTMZ13N,526596.4709,6436632.17,172.8772565
CIG____21___,WCI,314,120,-84.8,Unknown,NAD83_UTMZ13N,526596.5102,6436632.148,172.3793143
CIG____21___,WCI,315,120.2,-84.8,Unknown,NAD83_UTMZ13N,526596.5887,6436632.102,171.3834299
CIG____21___,WCI,321,119.9,-84.8,Unknown,NAD83_UTMZ13N,526597.0587,6436631.829,165.4081235
CIG____21___,WCI,329,120.4,-84.8,Unknown,NAD83_UTMZ13N,526597.6872,6436631.467,157.4410484
CIG____21___,WCI,337.5,120.9,-84.8,Unknown,NAD83_UTMZ13N,526598.3517,6436631.077,148.976031
CIG____21___,WCI,345.5,121.7,-84.8,Unknown,NAD83_UTMZ13N,526598.9738,6436630.705,141.0089558
CIG____21___,WCI,354,122.2,-84.8,Unknown,NAD83_UTMZ13N,526599.6293,6436630.3,132.5439384
CIG____21___,WCI,361.5,121.9,-84.8,Unknown,NAD83_UTMZ13N,526600.2045,6436629.938,125.0748054
CIG____21___,WCI,370,122.6,-84.8,Unknown,NAD83_UTMZ13N,526600.8585,6436629.531,116.609788
CIG____21___,WCI,378,122.8,-84.8,Unknown,NAD83_UTMZ13N,526601.4693,6436629.14,108.6427128
CIG____21___,WCI,386,122.9,-84.8,Unknown,NAD83_UTMZ13N,526602.0788,6436628.748,100.6756376
CIG____21___,WCI,394.5,123,-84.8,Unknown,NAD83_UTMZ13N,526602.7256,6436628.329,92.21062024
CIG____21___,WCI,402.5,122.9,-84.8,Unknown,NAD83_UTMZ13N,526603.3337,6436627.934,84.24354505
CIG____21___,WCI,551,122.9,-84.8,Unknown,NAD83_UTMZ13N,526614.6341,6436620.624,-63.64528814
CIG____22___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526168,6436724,464.1
CIG____22___,WCI,12.2,329.6,-85.9,Unknown,NAD83_UTMZ13N,526168,6436724,451.9
CIG____22___,WCI,21.2,246.2,-89.3,Unknown,NAD83_UTMZ13N,526167.6744,6436724.555,442.923033
CIG____22___,WCI,29.7,337.8,-89.8,Unknown,NAD83_UTMZ13N,526167.5794,6436724.513,434.4236673
CIG____22___,WCI,38.7,321,-89.1,Unknown,NAD83_UTMZ13N,526167.5675,6436724.542,425.4237221
CIG____22___,WCI,47.7,291.8,-88.8,Unknown,NAD83_UTMZ13N,526167.4785,6436724.652,416.4248325
CIG____22___,WCI,56.7,234.6,-89.4,Unknown,NAD83_UTMZ13N,526167.3035,6436724.722,407.4268063
CIG____22___,WCI,65.7,69.5,-89.9,Unknown,NAD83_UTMZ13N,526167.2267,6436724.667,398.4272998
CIG____22___,WCI,75.2,349.5,-89.4,Unknown,NAD83_UTMZ13N,526167.2422,6436724.673,388.9273142
CIG____22___,WCI,84.2,318.7,-89.1,Unknown,NAD83_UTMZ13N,526167.2251,6436724.766,379.9278077
CIG____22___,WCI,93.2,285.6,-89.3,Unknown,NAD83_UTMZ13N,526167.1318,6436724.872,370.928918
CIG____22___,WCI,101.7,204.9,-89.6,Unknown,NAD83_UTMZ13N,526167.0317,6436724.9,362.4295524
CIG____22___,WCI,110.7,138.2,-89.7,Unknown,NAD83_UTMZ13N,526167.0053,6436724.843,353.4297717
CIG____22___,WCI,119.7,45.5,-89.7,Unknown,NAD83_UTMZ13N,526167.0367,6436724.808,344.4298951
CIG____22___,WCI,128.7,16.6,-89.5,Unknown,NAD83_UTMZ13N,526167.0703,6436724.841,335.4300184
CIG____22___,WCI,137.2,3.1,-89.5,Unknown,NAD83_UTMZ13N,526167.0915,6436724.912,326.9303421
CIG____22___,WCI,146.2,352.4,-89.5,Unknown,NAD83_UTMZ13N,526167.0957,6436724.99,317.9306848
CIG____22___,WCI,155.2,355.3,-89.5,Unknown,NAD83_UTMZ13N,526167.0854,6436725.068,308.9310275
CIG____22___,WCI,164.2,352.7,-89.5,Unknown,NAD83_UTMZ13N,526167.0789,6436725.147,299.9313702
CIG____22___,WCI,173.2,339.1,-89.5,Unknown,NAD83_UTMZ13N,526167.0689,6436725.224,290.9317129
CIG____22___,WCI,182.2,305.4,-89.5,Unknown,NAD83_UTMZ13N,526167.0409,6436725.298,281.9320556
CIG____22___,WCI,191.2,305.6,-89.5,Unknown,NAD83_UTMZ13N,526166.9769,6436725.343,272.9323983
CIG____22___,WCI,200.2,268,-89.5,Unknown,NAD83_UTMZ13N,526166.913,6436725.389,263.9327409
CIG____22___,WCI,208.2,222.3,-89.7,Unknown,NAD83_UTMZ13N,526166.8433,6436725.387,255.9330456
CIG____22___,WCI,217.2,268,-89.6,Unknown,NAD83_UTMZ13N,526166.8116,6436725.352,246.9331689
CIG____22___,WCI,226.2,168.7,-89.6,Unknown,NAD83_UTMZ13N,526166.7488,6436725.35,237.9333883
CIG____22___,WCI,235.2,81.5,-89.4,Unknown,NAD83_UTMZ13N,526166.7611,6436725.288,228.9336076
CIG____22___,WCI,244.2,48.4,-89.8,Unknown,NAD83_UTMZ13N,526166.8543,6436725.302,219.9341011
CIG____22___,WCI,253.2,71.6,-89.5,Unknown,NAD83_UTMZ13N,526166.8778,6436725.323,210.9341559
CIG____22___,WCI,262.2,87.5,-89.4,Unknown,NAD83_UTMZ13N,526166.9523,6436725.348,201.9344986
CIG____22___,WCI,271.2,16.8,-89.9,Unknown,NAD83_UTMZ13N,526167.0465,6436725.352,192.9349921
CIG____22___,WCI,279.7,234.3,-89.5,Unknown,NAD83_UTMZ13N,526167.0508,6436725.366,184.435005
CIG____22___,WCI,289.2,246.4,-89.6,Unknown,NAD83_UTMZ13N,526166.9834,6436725.318,174.9353667
CIG____22___,WCI,297.7,260,-89.8,Unknown,NAD83_UTMZ13N,526166.9291,6436725.294,166.4355739
CIG____22___,WCI,306.7,186.2,-89.6,Unknown,NAD83_UTMZ13N,526166.8981,6436725.288,157.4356287
CIG____22___,WCI,315.7,94,-89.4,Unknown,NAD83_UTMZ13N,526166.8913,6436725.226,148.435848
CIG____22___,WCI,324.7,48.3,-89.6,Unknown,NAD83_UTMZ13N,526166.9853,6436725.219,139.4363415
CIG____22___,WCI,333.7,237,-89.6,Unknown,NAD83_UTMZ13N,526167.0323,6436725.261,130.4365608
CIG____22___,WCI,342.2,257,-89.6,Unknown,NAD83_UTMZ13N,526166.9825,6436725.229,121.936768
CIG____22___,WCI,351.2,207.3,-89.6,Unknown,NAD83_UTMZ13N,526166.9213,6436725.215,112.9369873
CIG____22___,WCI,360.2,102.6,-89.4,Unknown,NAD83_UTMZ13N,526166.8924,6436725.159,103.9372066
CIG____22___,WCI,369.2,50,-89.5,Unknown,NAD83_UTMZ13N,526166.9844,6436725.138,94.93770009
CIG____22___,WCI,378.2,68.9,-89.4,Unknown,NAD83_UTMZ13N,526167.0446,6436725.189,85.93804278
CIG____22___,WCI,387.2,59.3,-89.5,Unknown,NAD83_UTMZ13N,526167.1325,6436725.223,76.93853626
CIG____22___,WCI,396.2,254.4,-89.7,Unknown,NAD83_UTMZ13N,526167.2,6436725.263,67.93887895
CIG____22___,WCI,404.7,233.7,-89.6,Unknown,NAD83_UTMZ13N,526167.1572,6436725.251,59.43899547
CIG____22___,WCI,413.7,116,-89.5,Unknown,NAD83_UTMZ13N,526167.1065,6436725.214,50.43921479
CIG____22___,WCI,422.7,50.2,-89.5,Unknown,NAD83_UTMZ13N,526167.1771,6436725.179,41.43955748
CIG____22___,WCI,431.7,297.6,-89.8,Unknown,NAD83_UTMZ13N,526167.2375,6436725.229,32.43990017
CIG____22___,WCI,440.7,205,-89.5,Unknown,NAD83_UTMZ13N,526167.2096,6436725.244,23.43995501
CIG____22___,WCI,536,205,-89.5,Unknown,NAD83_UTMZ13N,526166.8582,6436724.49,-71.85641626
CIG____23___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,533513,6440449,456
CIG____23___,WCI,39.3,358.6,-85.2,Unknown,NAD83_UTMZ13N,533513,6440449,416.7
CIG____23___,WCI,39.8,358.8,-85.2,Unknown,NAD83_UTMZ13N,533512.999,6440449.042,416.2017536
CIG____23___,WCI,40.3,356.4,-85.3,Unknown,NAD83_UTMZ13N,533512.9981,6440449.084,415.7035071
CIG____23___,WCI,41.8,357.1,-85.2,Unknown,NAD83_UTMZ13N,533512.9904,6440449.206,414.2085511
CIG____23___,WCI,51.8,353,-85,Unknown,NAD83_UTMZ13N,533512.948,6440450.042,404.2436225
CIG____23___,WCI,61.8,348.8,-85,Unknown,NAD83_UTMZ13N,533512.8418,6440450.907,394.2816755
CIG____23___,WCI,70.8,350.5,-85.3,Unknown,NAD83_UTMZ13N,533512.6895,6440451.677,385.3159232
CIG____23___,WCI,80.8,358.8,-85.2,Unknown,NAD83_UTMZ13N,533512.5542,6440452.485,375.3495493
CIG____23___,WCI,90.8,0.1,-85.2,Unknown,NAD83_UTMZ13N,533512.5367,6440453.321,365.3846207
CIG____23___,WCI,99.8,355.1,-85,Unknown,NAD83_UTMZ13N,533512.538,6440454.074,356.416185
CIG____23___,WCI,109.8,352.6,-84.9,Unknown,NAD83_UTMZ13N,533512.4636,6440454.943,346.454238
CIG____23___,WCI,119.8,350.7,-85.1,Unknown,NAD83_UTMZ13N,533512.3491,6440455.824,336.4938274
CIG____23___,WCI,128.8,352,-85.1,Unknown,NAD83_UTMZ13N,533512.2249,6440456.583,327.5267197
CIG____23___,WCI,138.8,355.7,-85.1,Unknown,NAD83_UTMZ13N,533512.106,6440457.429,317.5632667
CIG____23___,WCI,148.8,358,-85.1,Unknown,NAD83_UTMZ13N,533512.0419,6440458.281,307.5998138
CIG____23___,WCI,158.8,1.6,-85.1,Unknown,NAD83_UTMZ13N,533512.0121,6440459.134,297.6363608
CIG____23___,WCI,167.8,2.2,-85.1,Unknown,NAD83_UTMZ13N,533512.0336,6440459.903,288.6692532
CIG____23___,WCI,177.8,2.9,-85.1,Unknown,NAD83_UTMZ13N,533512.0664,6440460.756,278.7058002
CIG____23___,WCI,187.3,2.9,-85.1,Unknown,NAD83_UTMZ13N,533512.1074,6440461.567,269.2405199
CIG____23___,WCI,197.3,358.1,-84.8,Unknown,NAD83_UTMZ13N,533512.1506,6440462.42,259.2770669
CIG____23___,WCI,207.3,357.8,-84.8,Unknown,NAD83_UTMZ13N,533512.1206,6440463.326,249.3182229
CIG____23___,WCI,216.3,358.3,-84.8,Unknown,NAD83_UTMZ13N,533512.0893,6440464.141,240.3552633
CIG____23___,WCI,225.8,358.2,-84.9,Unknown,NAD83_UTMZ13N,533512.0637,6440465.001,230.8943616
CIG____23___,WCI,235.8,5.4,-85.2,Unknown,NAD83_UTMZ13N,533512.0358,6440465.89,220.9339509
CIG____23___,WCI,245.8,5.7,-85.2,Unknown,NAD83_UTMZ13N,533512.1146,6440466.723,210.9690223
CIG____23___,WCI,254.8,5.4,-85.3,Unknown,NAD83_UTMZ13N,533512.1894,6440467.472,202.0005866
CIG____23___,WCI,264.8,0,-84.8,Unknown,NAD83_UTMZ13N,533512.2665,6440468.288,192.0342127
CIG____23___,WCI,274.8,0.3,-84.8,Unknown,NAD83_UTMZ13N,533512.2665,6440469.194,182.0753687
CIG____23___,WCI,284.3,0.7,-84.8,Unknown,NAD83_UTMZ13N,533512.271,6440470.055,172.6144669
CIG____23___,WCI,294.3,1.1,-84.8,Unknown,NAD83_UTMZ13N,533512.2821,6440470.962,162.655623
CIG____23___,WCI,303.3,1.5,-84.9,Unknown,NAD83_UTMZ13N,533512.2977,6440471.777,153.6926634
CIG____23___,WCI,313.3,2.4,-90,Unknown,NAD83_UTMZ13N,533512.321,6440472.666,143.7322527
CIG____23___,WCI,322.8,4,-85.2,Unknown,NAD83_UTMZ13N,533512.321,6440472.666,134.2322527
CIG____23___,WCI,332.8,6.5,-85,Unknown,NAD83_UTMZ13N,533512.3794,6440473.5,124.2673241
CIG____23___,WCI,342.8,4.4,-84.8,Unknown,NAD83_UTMZ13N,533512.478,6440474.366,114.3053771
CIG____23___,WCI,351.8,5.2,-84.7,Unknown,NAD83_UTMZ13N,533512.5406,6440475.18,105.3424176
CIG____23___,WCI,361.8,4.3,-84.8,Unknown,NAD83_UTMZ13N,533512.6243,6440476.1,95.38517057
CIG____23___,WCI,371.3,6.5,-85.2,Unknown,NAD83_UTMZ13N,533512.6889,6440476.958,85.92426878
CIG____23___,WCI,380.8,12.9,-85.2,Unknown,NAD83_UTMZ13N,533512.7789,6440477.748,76.45758662
CIG____23___,WCI,390.8,13.5,-85.1,Unknown,NAD83_UTMZ13N,533512.9657,6440478.564,66.49265803
CIG____23___,WCI,400.8,7.5,-84.6,Unknown,NAD83_UTMZ13N,533513.1651,6440479.394,56.52920506
CIG____23___,WCI,410.3,0.6,-84.3,Unknown,NAD83_UTMZ13N,533513.2818,6440480.281,47.0713664
CIG____23___,WCI,419.8,358.5,-83.8,Unknown,NAD83_UTMZ13N,533513.2917,6440481.224,37.61833849
CIG____23___,WCI,429.3,356.7,-83.3,Unknown,NAD83_UTMZ13N,533513.2648,6440482.25,28.17390433
CIG____23___,WCI,439.3,356.9,-83.2,Unknown,NAD83_UTMZ13N,533513.1976,6440483.415,18.24219783
CIG____23___,WCI,449.3,354,-82.9,Unknown,NAD83_UTMZ13N,533513.1336,6440484.597,8.312542752
CIG____23___,WCI,458.3,353.5,-82.4,Unknown,NAD83_UTMZ13N,533513.0173,6440485.703,-0.618444689
CIG____23___,WCI,468.3,350.8,-82,Unknown,NAD83_UTMZ13N,533512.8676,6440487.017,-10.53060009
CIG____23___,WCI,477.8,348.6,-81.6,Unknown,NAD83_UTMZ13N,533512.6562,6440488.322,-19.93814674
CIG____23___,WCI,478.6,348.6,-81.6,Unknown,NAD83_UTMZ13N,533512.6331,6440488.437,-20.72956461
CIG____24___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526513,6436700,469.7
CIG____24___,WCI,14.3,7,-89.2,Unknown,NAD83_UTMZ13N,526513,6436700,455.4
CIG____24___,WCI,23.3,175,-88.8,Unknown,NAD83_UTMZ13N,526513.0153,6436700.125,446.4008773
CIG____24___,WCI,33.8,129.1,-88.7,Unknown,NAD83_UTMZ13N,526513.0345,6436699.906,435.9031801
CIG____24___,WCI,42.8,169.2,-89.3,Unknown,NAD83_UTMZ13N,526513.1929,6436699.777,426.9054966
CIG____24___,WCI,52.8,164,-88.2,Unknown,NAD83_UTMZ13N,526513.2158,6436699.657,416.9062429
CIG____24___,WCI,63.3,129.8,-88.4,Unknown,NAD83_UTMZ13N,526513.3067,6436699.34,406.411424
CIG____24___,WCI,73.3,163.3,-89.1,Unknown,NAD83_UTMZ13N,526513.5213,6436699.161,396.4153229
CIG____24___,WCI,82.8,173.9,-88.4,Unknown,NAD83_UTMZ13N,526513.5641,6436699.018,386.9164949
CIG____24___,WCI,92.8,157.9,-88.1,Unknown,NAD83_UTMZ13N,526513.5938,6436698.741,376.9203937
CIG____24___,WCI,103.3,125.2,-88.2,Unknown,NAD83_UTMZ13N,526513.7248,6436698.418,366.4261665
CIG____24___,WCI,112.8,132.1,-88.7,Unknown,NAD83_UTMZ13N,526513.9686,6436698.246,356.9308541
CIG____24___,WCI,122.8,157.9,-89,Unknown,NAD83_UTMZ13N,526514.137,6436698.094,346.933428
CIG____24___,WCI,132.8,172,-88.8,Unknown,NAD83_UTMZ13N,526514.2026,6436697.932,336.9349511
CIG____24___,WCI,143.3,167.9,-88.6,Unknown,NAD83_UTMZ13N,526514.2332,6436697.714,326.4372539
CIG____24___,WCI,152.8,165.3,-88.6,Unknown,NAD83_UTMZ13N,526514.2819,6436697.487,316.9400898
CIG____24___,WCI,162.8,169.6,-88.4,Unknown,NAD83_UTMZ13N,526514.3439,6436697.251,306.9430749
CIG____24___,WCI,172.8,164.1,-88.2,Unknown,NAD83_UTMZ13N,526514.3943,6436696.977,296.9469737
CIG____24___,WCI,181.8,157.4,-88.2,Unknown,NAD83_UTMZ13N,526514.4717,6436696.705,287.9514147
CIG____24___,WCI,191.8,158.6,-88,Unknown,NAD83_UTMZ13N,526514.5924,6436696.415,277.9563491
CIG____24___,WCI,201.8,137.4,-87.9,Unknown,NAD83_UTMZ13N,526514.7198,6436696.09,267.9624408
CIG____24___,WCI,211.8,139.2,-88,Unknown,NAD83_UTMZ13N,526514.9678,6436695.82,257.9691569
CIG____24___,WCI,221.8,126.6,-87.9,Unknown,NAD83_UTMZ13N,526515.1958,6436695.556,247.9752486
CIG____24___,WCI,231.8,116.8,-88.2,Unknown,NAD83_UTMZ13N,526515.49,6436695.337,237.9819647
CIG____24___,WCI,241.8,135.8,-88.7,Unknown,NAD83_UTMZ13N,526515.7704,6436695.196,227.9868991
CIG____24___,WCI,251.8,138.3,-88.6,Unknown,NAD83_UTMZ13N,526515.9286,6436695.033,217.989473
CIG____24___,WCI,261.8,139.3,-88.6,Unknown,NAD83_UTMZ13N,526516.0911,6436694.851,207.9924581
CIG____24___,WCI,271.3,155.5,-88.5,Unknown,NAD83_UTMZ13N,526516.2424,6436694.675,198.4952939
CIG____24___,WCI,281.3,152.5,-88.6,Unknown,NAD83_UTMZ13N,526516.351,6436694.436,188.4987207
CIG____24___,WCI,291.3,158.7,-88.5,Unknown,NAD83_UTMZ13N,526516.4638,6436694.22,178.5017058
CIG____24___,WCI,301.8,138.3,-88.6,Unknown,NAD83_UTMZ13N,526516.5637,6436693.964,168.0053039
CIG____24___,WCI,311.8,136.8,-87.6,Unknown,NAD83_UTMZ13N,526516.7262,6436693.781,158.008289
CIG____24___,WCI,321.3,133.4,-88.1,Unknown,NAD83_UTMZ13N,526516.9985,6436693.491,148.5166221
CIG____24___,WCI,331.3,140.2,-88.8,Unknown,NAD83_UTMZ13N,526517.2394,6436693.263,138.5221199
CIG____24___,WCI,341.3,149.5,-88.6,Unknown,NAD83_UTMZ13N,526517.3735,6436693.103,128.5243131
CIG____24___,WCI,350.8,157.8,-88.5,Unknown,NAD83_UTMZ13N,526517.4913,6436692.903,119.0271489
